image,category,response,correct,RT,IT,MT,block,trial,pressure,mapping,block_start_global,trial_start_global,fixation_onset_global,stim_onset_global,movement_start_global,response_time_global,timeout_time_global
Nonliving_Things\Vehicles\cart.jpg,nonliving,right,1,1.1655835999990813,0.3844706999952905,0.7811129000037909,3,11,normal,left,144.40378610001062,162.483060700004,162.5033107000054,162.94010420000996,163.31921980000334,164.08850340000936,
Nonliving_Things\Furniture\couch.jpg,nonliving,right,1,1.5970271000114735,0.01790350000374019,1.5791236000077333,3,12,normal,left,144.40378610001062,164.10040850000223,164.11992990001454,164.5584669999953,164.5692512000096,166.1378493999946,
Living_Things\Insects\dragonfly.jpg,living,left,1,0.8866644999943674,0.34094170000753365,0.5457227999868337,3,13,normal,left,144.40378610001062,166.14845450001303,166.17017779999878,166.60085260000778,166.93723949999548,167.47156229999382,
Nonliving_Things\Musical_Inst\flute.jpg,nonliving,right,1,1.010431000002427,0.4632887000043411,0.547142299998086,3,14,normal,left,144.40378610001062,167.4827722000191,167.50334910000674,167.92800470002112,168.38652719999664,168.92151680000825,
Living_Things\Birds\hummingbird.jpg,living,left,1,1.0829580999852624,0.504382799990708,0.5785752999945544,3,15,normal,left,144.40378610001062,168.93365330001689,168.95650560001377,169.38843819999602,169.88633330000448,170.45356570000877,
Living_Things\Flowers\poppy.jpg,living,left,1,1.2873489999910817,0.4908652999729384,0.7964837000181433,3,16,normal,left,144.40378610001062,170.464887500013,170.48680040001636,170.91818150001927,171.4028356000199,172.1883560999995,
Living_Things\Animals\lioness.jpg,living,left,1,1.349126699991757,0.48545529998955317,0.8636714000022039,3,17,normal,left,144.40378610001062,172.19939110000269,172.2246306000161,172.65821240001242,173.1369803000125,173.98860380001133,
Living_Things\Flowers\bellflowers.jpg,living,left,1,1.0058285999984946,0.4432039000093937,0.5626246999891009,3,18,normal,left,144.40378610001062,174.00061330001336,174.0200388999947,174.45023070002208,174.88701030000811,175.4383724000072,
Nonliving_Things\Buildings\silo.JPG,nonliving,right,1,0.9689852000155952,0.5054918999958318,0.4634933000197634,3,19,normal,left,144.40378610001062,175.44961530002183,175.4740324000013,175.90265050000744,176.40384519999498,176.8563817999966,
Nonliving_Things\Musical_Inst\trumpet.jpg,nonliving,right,1,1.0898424999904819,0.5436168000160251,0.5462256999744568,3,20,normal,left,144.40378610001062,176.86731650002184,176.88696340000024,177.3146679000056,177.85384620001423,178.3887932000216,
Living_Things\Trees\fir.jpg,living,left,1,1.092441599990707,0.45985970000037923,0.6325818999903277,3,21,normal,left,144.40378610001062,178.400048600015,178.42031250000582,178.84810220001964,179.30327210001997,179.9240492999961,
Nonliving_Things\Furniture\stool.jpg,nonliving,right,1,1.154099799983669,0.5091274000005797,0.6449723999830894,3,22,normal,left,144.40378610001062,179.93590280000353,179.95352820001426,180.38501520000864,180.8872600000177,181.52155150001636,
Nonliving_Things\Buildings\tower.jpg,nonliving,right,1,1.1526095000153873,0.539502600004198,0.6131069000111893,3,23,normal,left,144.40378610001062,181.53221520001534,181.55376120001893,181.98794419999467,182.52049340002122,183.12267340000835,
Living_Things\Birds\partridge.jpg,living,left,1,1.0710377999930643,0.47530550000374205,0.5957322999893222,3,24,normal,left,144.40378610001062,183.13358960000915,183.15359840000747,183.58311200002208,184.05396700001438,184.6384199000022,
Living_Things\Trees\fig_tree.jpg,living,left,1,1.2314973000029568,0.4500527000054717,0.7814445999974851,3,25,normal,left,144.40378610001062,184.64966830000049,184.67439950001426,185.10962319999817,185.55374570001732,186.32376220001606,
Nonliving_Things\Tools\nail.jpg,nonliving,right,1,2.0224147999833804,0.012681699998211116,2.0097330999851692,3,26,normal,left,144.40378610001062,186.33517180001945,186.35352100001182,186.78468470001826,186.79061060000095,188.78942620000453,
Living_Things\Animals\horse.jpg,living,left,1,0.9193262999760918,0.4902384000015445,0.4290878999745473,3,27,normal,left,144.40378610001062,188.80042720001074,188.82048330002,189.2511265000212,189.73714720000862,190.15437540001585,
Living_Things\Insects\fly.jpg,living,left,1,0.9399518000136595,0.4766482000122778,0.4633036000013817,3,28,normal,left,144.40378610001062,190.1661649000016,190.1867695999972,190.6172324999934,191.08664049999788,191.53852970001753,
Nonliving_Things\Tools\handsaw.jpg,nonliving,right,1,1.0010555000044405,0.5707062000001315,0.43034930000430904,3,29,normal,left,144.40378610001062,191.5499453000084,191.57499789999565,192.00661310000578,192.57051770002,192.99001050001243,
Living_Things\Animals\giraffe.jpg,living,left,1,0.9366046999930404,0.4240693000028841,0.5125353999901563,3,30,normal,left,144.40378610001062,193.00090460001957,193.02070660001482,193.4510006000055,193.87077740000677,194.37214449999738,
Nonliving_Things\Furniture\table.jpg,nonliving,right,1,0.7263147000048775,0.011403599986806512,0.714911100018071,4,1,pressure,left,201.16990589999477,201.16991600001347,201.6698898000177,202.09449940000195,202.10284070001217,202.80576050002128,
Living_Things\Animals\platypus.jpg,living,left,1,0.7896296000108123,0.4772704000060912,0.31235920000472106,4,2,pressure,left,201.16990589999477,202.8185565000167,202.83664170000702,203.26231930000358,203.73682260001078,204.03888430001098,
Nonliving_Things\Tools\screw.jpg,nonliving,right,1,0.8763192000042181,0.3955867000040598,0.4807325000001583,4,3,pressure,left,201.16990589999477,204.0491702000145,204.0699324000161,204.49421629999415,204.88679160000174,205.35672080001677,
Nonliving_Things\Tools\pliers.jpg,nonliving,right,1,0.723598700016737,0.34409720002440736,0.3795014999923296,4,4,pressure,left,201.16990589999477,205.3675205000036,205.38658280001255,205.8123973000038,206.153521500004,206.5215806000051,
Nonliving_Things\Kitchen_Uten\coking_pot.jpg,nonliving,right,1,0.75778650000575,0.008869399985997006,0.748917100019753,4,5,pressure,left,201.16990589999477,206.53293780001695,206.55287680000765,206.98009910000837,206.9862355000223,207.7245780999947,
Nonliving_Things\Buildings\house.jpg,nonliving,right,1,1.288705300015863,0.39241739999852143,0.8962879000173416,4,6,pressure,left,201.16990589999477,207.73522870001034,207.75329449999845,208.18070420000004,208.57025200000498,209.45504030000302,
Nonliving_Things\Tools\cold_chisel.jpg,nonliving,right,1,0.9086698000028264,0.377605699992273,0.5310641000105534,4,7,pressure,left,201.16990589999477,209.46645470001386,209.48627260001376,209.91460640000878,210.2869091000175,210.80591210001148,
Nonliving_Things\Clothing\skirt.jpg,nonliving,right,1,0.7709063999936916,0.007173599995439872,0.7637327999982517,4,8,pressure,left,201.16990589999477,210.8179635000124,210.8366834000044,211.2679136999941,211.26987089999602,212.02263479999965,
Living_Things\Insects\scorpion.jpg,living,left,1,0.9003706999938004,0.30461200000718236,0.595758699986618,4,9,pressure,left,201.16990589999477,212.03369270000258,212.0570864000183,212.4876893000037,212.7869614000083,213.37226750000264,
Living_Things\Trees\palm_tree.jpg,living,left,1,0.9859397000109311,0.010129600006621331,0.9758101000043098,4,10,pressure,left,201.16990589999477,213.38271540001733,213.40353579999646,213.83557570000994,213.84024340001633,214.80531550000887,
Living_Things\Birds\magpie.jpg,living,left,1,1.0559262000024319,0.36017569998512045,0.6957505000173114,4,11,pressure,left,201.16990589999477,214.81606390001252,214.8368102000095,215.26333879999584,215.62035630000173,216.30573680001544,
Living_Things\Insects\ant.jpg,living,left,1,0.874848400009796,0.3448511000024155,0.5299973000073805,4,12,pressure,left,201.16990589999477,216.3161003999994,216.33684190001804,216.7617578000063,217.10379799999646,217.62218239999493,
Nonliving_Things\Clothing\shoe.jpg,nonliving,right,1,0.8045714999898337,0.3735199999937322,0.4310514999961015,4,13,pressure,left,201.16990589999477,217.6337671999936,217.65858610000578,218.08323829999426,218.45373760000803,218.8731941000151,
Nonliving_Things\Buildings\castle.jpg,nonliving,right,1,0.8536203999829013,0.4241489999985788,0.4294713999843225,4,14,pressure,left,201.16990589999477,218.88477560001775,218.90350509999553,219.3350586000015,219.75330260000192,220.17242190000252,
Living_Things\Flowers\daisy.jpg,living,left,1,0.805950700014364,0.40929790001246147,0.3966528000019025,4,15,pressure,left,201.16990589999477,220.18282909999834,220.20358200001647,220.63060370000312,221.03721920002135,221.42196950002108,
Nonliving_Things\Kitchen_Uten\strainer.jpg,nonliving,right,1,0.9116539999959059,0.43058169999858364,0.48107229999732226,4,16,pressure,left,201.16990589999477,221.43385450000642,221.45757270001923,221.87650919999578,222.30382070000633,222.77282890002243,
Nonliving_Things\Vehicles\skateboard.jpg,nonliving,right,1,0.9348570999864023,0.4534449999919161,0.4814120999944862,4,17,pressure,left,201.16990589999477,222.78487460000906,222.80359510000562,223.23832930001663,223.68717429999379,224.15638200001558,
Living_Things\Flowers\araceae.jpg,living,left,1,1.0343215999891981,0.5043413999956101,0.529980199993588,4,18,pressure,left,201.16990589999477,224.1685819000122,224.18695400000433,224.61957080001594,225.12062450000667,225.63865570002235,
Nonliving_Things\Kitchen_Uten\pot.jpg,nonliving,right,1,0.9568279999948572,0.5091841999965254,0.4476437999983318,4,19,pressure,left,201.16990589999477,225.65059050000855,225.67420800001128,226.09797980001895,226.60402070000418,227.04001440000138,
Living_Things\Trees\cypress.jpg,living,left,1,0.753780300001381,0.008506899990607053,0.7452734000107739,4,20,pressure,left,201.16990589999477,227.0516281000164,227.07032600001548,227.49836300002062,227.50325940002222,228.2379281000176,
Nonliving_Things\Furniture\Chest_of_drawers.jpg,nonliving,right,1,1.019014799996512,0.005725099996197969,1.013289700000314,4,21,pressure,left,201.16990589999477,228.24855869999737,228.2700404000061,228.70044700001017,228.70330409999588,229.7059446000203,
